Event ,County ,District ,Division ,Date ,Place,Deaths ,Injured ,Missing ,Houses Destroyed ,Houses Damaged ,Victims ,Affected ,Relocated ,Evacuated ,Losses $USD ,Losses $Local ,Education centers ,Hospitals ,Damages in crops Ha. ,Lost Cattle ,Damages in roads Mts ,Comments,Responder: military ,Responder: police ,Responder: Red Cross ,Responder: MOSP ,Responder: Nairobi Fire Brigade ,Responder: KPLC ,Responder: UNICEF ,Responder: Saint John Ambulance ,Responder: IRC ,Other Responders ,House: Iron Sheet ,House: Wooden ,House: Mud ,House: Grass Thatched ,House: Tent ,Coordinate Info,County_GIS,Constituency_GIS,County Centriod
DROUGHT,LAMU,LAMU,,09/03/2011 12:00:00 AM,,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-2.256590331, 40.88504998)",LAMU,LAMU WEST,"(-2.07868254364, 40.88286068200)"
DROUGHT,LAMU,LAMU,,01/08/2009 12:00:00 AM,Lamu West,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-2.256590331, 40.88504998)",LAMU,LAMU WEST,"(-2.07868254364, 40.88286068200)"
DROUGHT,LAMU,LAMU,,01/08/2009 12:00:00 AM,Lamu East,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-2.256590331, 40.88504998)",LAMU,LAMU WEST,"(-2.07868254364, 40.88286068200)"
DROUGHT,LAMU,LAMU,,09/04/2009 12:00:00 AM,,,,,,,,37,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-2.256590331, 40.88504998)",LAMU,LAMU WEST,"(-2.07868254364, 40.88286068200)"
FLOOD,LAMU,LAMU,,01/06/2008 12:00:00 AM,,,,,,,,4000,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-2.256590331, 40.88504998)",LAMU,LAMU WEST,"(-2.07868254364, 40.88286068200)"
DROUGHT,MACHAKOS,MACHAKOS,,01/08/2009 12:00:00 AM,Machakos,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-1.568572799, 37.22053819)",MACHAKOS,YATTA,"(-1.27951230656, 37.41267603290)"
FLOOD,MACHAKOS,MACHAKOS,,05/14/2002 12:00:00 AM,,1,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-1.568572799, 37.22053819)",MACHAKOS,YATTA,"(-1.27951230656, 37.41267603290)"
EPIDEMIC,MAKUENI,MAKUENI,,09/29/2009 12:00:00 AM,Makueni district,3,,,,,,6,,,0,0,,Yes,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-2.539046607, 37.83701493)",MAKUENI,KIBWEZI WEST,"(-2.15768410007, 37.78824557250)"
FLOOD,MAKUENI,MAKUENI,,01/14/2010 12:00:00 AM,,,,,10,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-2.539046607, 37.83701493)",MAKUENI,KIBWEZI WEST,"(-2.15768410007, 37.78824557250)"
DROUGHT,MAKUENI,MAKUENI,,01/03/2011 12:00:00 AM,,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-2.539046607, 37.83701493)",MAKUENI,KIBWEZI WEST,"(-2.15768410007, 37.78824557250)"
DROUGHT,MAKUENI,MAKUENI,,11/03/2011 12:00:00 AM,,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-2.539046607, 37.83701493)",MAKUENI,KIBWEZI WEST,"(-2.15768410007, 37.78824557250)"
DROUGHT,MAKUENI,MAKUENI,,01/08/2009 12:00:00 AM,Makueni,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-2.539046607, 37.83701493)",MAKUENI,KIBWEZI WEST,"(-2.15768410007, 37.78824557250)"
DROUGHT,MAKUENI,MAKUENI,,01/05/2010 12:00:00 AM,UKIA,,,,,,,,,,0,0,,yes,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-2.539046607, 37.83701493)",MAKUENI,KIBWEZI WEST,"(-2.15768410007, 37.78824557250)"
DROUGHT,MANDERA,MANDERA,,09/03/2011 12:00:00 AM,Mandera East,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(3.549413457, 40.70141936)",MANDERA,MANDERA SOUTH,"(3.43646948803, 40.73881016670)"
DROUGHT,MANDERA,MANDERA,,09/03/2011 12:00:00 AM,Manderr North,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(3.549413457, 40.70141936)",MANDERA,MANDERA SOUTH,"(3.43646948803, 40.73881016670)"
DROUGHT,MANDERA,MANDERA,,09/03/2011 12:00:00 AM,,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(3.549413457, 40.70141936)",MANDERA,MANDERA SOUTH,"(3.43646948803, 40.73881016670)"
FLOOD,MANDERA,MANDERA,,11/13/2008 12:00:00 AM,Mandera East,,,,,,,2610,,,0,,,,495.7,0,,88km earth canals submerged 8.5km concrete submerged 9.2M worth farm inputs destroyed,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(3.549413457, 40.70141936)",MANDERA,MANDERA SOUTH,"(3.43646948803, 40.73881016670)"
FLOOD,MANDERA,MANDERA,,07/11/2008 12:00:00 AM,Kalicha,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(3.549413457, 40.70141936)",MANDERA,MANDERA SOUTH,"(3.43646948803, 40.73881016670)"
FLOOD,MANDERA,MANDERA,,07/11/2008 12:00:00 AM,Qumbiso,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(3.549413457, 40.70141936)",MANDERA,MANDERA SOUTH,"(3.43646948803, 40.73881016670)"
FLOOD,MANDERA,MANDERA,,07/11/2008 12:00:00 AM,Sala,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(3.549413457, 40.70141936)",MANDERA,MANDERA SOUTH,"(3.43646948803, 40.73881016670)"
FLOOD,MANDERA,MANDERA,,07/11/2008 12:00:00 AM,Girrisa,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(3.549413457, 40.70141936)",MANDERA,MANDERA SOUTH,"(3.43646948803, 40.73881016670)"
FLOOD,MANDERA,MANDERA,,07/11/2008 12:00:00 AM,Shantole,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(3.549413457, 40.70141936)",MANDERA,MANDERA SOUTH,"(3.43646948803, 40.73881016670)"
FLOOD,MANDERA,MANDERA,,07/11/2008 12:00:00 AM,Yabicho,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(3.549413457, 40.70141936)",MANDERA,MANDERA SOUTH,"(3.43646948803, 40.73881016670)"
FLOOD,MANDERA,MANDERA,,07/11/2008 12:00:00 AM,Kalmalab,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(3.549413457, 40.70141936)",MANDERA,MANDERA SOUTH,"(3.43646948803, 40.73881016670)"
EPIDEMIC,MANDERA,MANDERA,,01/16/2008 12:00:00 AM,,11,325,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(3.549413457, 40.70141936)",MANDERA,MANDERA SOUTH,"(3.43646948803, 40.73881016670)"
DROUGHT,ELEGEYO-MARAKWET,MARAKWET,,01/03/2011 12:00:00 AM,Marakwet East,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(0.949143776, 35.49502751)",ELEGEYO-MARAKWET,MARAKWET EAST,"(0.80221881085, 35.53656314740)"
DROUGHT,ELEGEYO-MARAKWET,MARAKWET,,01/03/2011 12:00:00 AM,Marakwet West,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(0.949143776, 35.49502751)",ELEGEYO-MARAKWET,MARAKWET EAST,"(0.80221881085, 35.53656314740)"
FLOOD,ELEGEYO-MARAKWET,MARAKWET,,05/14/2002 12:00:00 AM,,1,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(0.949143776, 35.49502751)",ELEGEYO-MARAKWET,MARAKWET EAST,"(0.80221881085, 35.53656314740)"
DROUGHT,MARSABIT,MARSABIT,,01/08/2009 12:00:00 AM,Marsabit North,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(2.369810698, 37.95151854)",MARSABIT,NORTH HORR,"(2.97865878652, 37.56953610880)"
FLOOD,MARSABIT,MARSABIT,,07/03/2010 12:00:00 AM,Burgabo,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(2.369810698, 37.95151854)",MARSABIT,NORTH HORR,"(2.97865878652, 37.56953610880)"
FLOOD,MARSABIT,MARSABIT,,07/03/2010 12:00:00 AM,Tigo,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(2.369810698, 37.95151854)",MARSABIT,NORTH HORR,"(2.97865878652, 37.56953610880)"
FLOOD,MARSABIT,MARSABIT,,07/03/2010 12:00:00 AM,Shegen,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(2.369810698, 37.95151854)",MARSABIT,NORTH HORR,"(2.97865878652, 37.56953610880)"
FLOOD,MARSABIT,MARSABIT,,07/03/2010 12:00:00 AM,Chalbi,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(2.369810698, 37.95151854)",MARSABIT,NORTH HORR,"(2.97865878652, 37.56953610880)"
DROUGHT,EMBU,MBEERE,,01/03/2011 12:00:00 AM,Mbeere North,,,,,,,59048,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.531642146, 37.59966657)",EMBU,RUNYENJES,"(-0.60397437755, 37.62650132650)"
DROUGHT,EMBU,MBEERE,,01/03/2011 12:00:00 AM,Mbeere South,,,,,,,49682,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.531642146, 37.59966657)",EMBU,RUNYENJES,"(-0.60397437755, 37.62650132650)"
FLOOD,EMBU,MBEERE,,05/14/2002 12:00:00 AM,,6,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.531642146, 37.59966657)",EMBU,RUNYENJES,"(-0.60397437755, 37.62650132650)"
FLOOD,MERU,MERU CENTRAL,,05/14/2002 12:00:00 AM,,10,3,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.119893902, 37.67441269)",MERU,NORTH IMENTI,"(0.16677924134, 37.76403705420)"
DROUGHT,MERU,MERU NORTH,,02/03/2009 12:00:00 AM,Maara,,,,,,,36457,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(0.233721648, 37.71767371)",MERU,NORTH IMENTI,"(0.16677924134, 37.76403705420)"
FLOOD,MERU,MERU NORTH,,05/14/2002 12:00:00 AM,,1,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(0.233721648, 37.71767371)",MERU,NORTH IMENTI,"(0.16677924134, 37.76403705420)"
DROUGHT,MIGORI,MIGORI,,01/03/2011 12:00:00 AM,,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.807763364, 34.17850424)",MIGORI,KURIA EAST,"(-0.98953684371, 34.36334530760)"
FLOOD,MIGORI,MIGORI,,05/14/2002 12:00:00 AM,,1,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.807763364, 34.17850424)",MIGORI,KURIA EAST,"(-0.98953684371, 34.36334530760)"
FLOOD,MIGORI,MIGORI,,01/03/2012 12:00:00 AM,,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.807763364, 34.17850424)",MIGORI,KURIA EAST,"(-0.98953684371, 34.36334530760)"
EPIDEMIC,MOMBASA,MOMBASA,,01/01/2009 12:00:00 AM,Mombasa,3,,,,,,18,,,0,0,,Yes,,0,,Incidences of cholera were reported as from January to June 2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-3.969912452, 39.61121446)",MOMBASA,KISAUNI,"(-4.02125621973, 39.65088270260)"
DROUGHT,MOMBASA,MOMBASA,,02/03/2009 12:00:00 AM,Kilindini,,,,,,,219546,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-3.969912452, 39.61121446)",MOMBASA,KISAUNI,"(-4.02125621973, 39.65088270260)"
EPIDEMIC,MARSABIT,MOYALE,,03/16/2009 12:00:00 AM,,3,,,,,,44,,,0,0,,,,0,,Acute watery diarrhoea,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(3.398343693, 39.02927685)",MARSABIT,NORTH HORR,"(2.97865878652, 37.56953610880)"
DROUGHT,MARSABIT,MOYALE,,02/03/2009 12:00:00 AM,,,,,,,,32327,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(3.398343693, 39.02927685)",MARSABIT,NORTH HORR,"(2.97865878652, 37.56953610880)"
FLOOD,MARSABIT,MOYALE,,04/03/2010 12:00:00 AM,Dori village,,,,,,,,66,,0,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(3.398343693, 39.02927685)",MARSABIT,NORTH HORR,"(2.97865878652, 37.56953610880)"
FLOOD,MARSABIT,MOYALE,,04/15/2010 12:00:00 AM,Nana,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(3.398343693, 39.02927685)",MARSABIT,NORTH HORR,"(2.97865878652, 37.56953610880)"
FLOOD,MARSABIT,MOYALE,,04/15/2010 12:00:00 AM,Bor,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(3.398343693, 39.02927685)",MARSABIT,NORTH HORR,"(2.97865878652, 37.56953610880)"
FLOOD,MARSABIT,MOYALE,,04/15/2010 12:00:00 AM,Anona,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(3.398343693, 39.02927685)",MARSABIT,NORTH HORR,"(2.97865878652, 37.56953610880)"
FLOOD,MARSABIT,MOYALE,,04/15/2010 12:00:00 AM,Madoadi,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(3.398343693, 39.02927685)",MARSABIT,NORTH HORR,"(2.97865878652, 37.56953610880)"
FLOOD,MARSABIT,MOYALE,,04/15/2010 12:00:00 AM,Waye,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(3.398343693, 39.02927685)",MARSABIT,NORTH HORR,"(2.97865878652, 37.56953610880)"
FLOOD,MARSABIT,MOYALE,,04/15/2010 12:00:00 AM,Goda,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(3.398343693, 39.02927685)",MARSABIT,NORTH HORR,"(2.97865878652, 37.56953610880)"
FLOOD,MARSABIT,MOYALE,,04/15/2010 12:00:00 AM,Kinisa location,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(3.398343693, 39.02927685)",MARSABIT,NORTH HORR,"(2.97865878652, 37.56953610880)"
FLOOD,MARSABIT,MOYALE,,04/27/2010 12:00:00 AM,Kati,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(3.398343693, 39.02927685)",MARSABIT,NORTH HORR,"(2.97865878652, 37.56953610880)"
FLOOD,MARSABIT,MOYALE,,04/20/2010 12:00:00 AM,Sachana,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(3.398343693, 39.02927685)",MARSABIT,NORTH HORR,"(2.97865878652, 37.56953610880)"
DROUGHT,BUNGOMA,MT ELGON,,01/03/2011 12:00:00 AM,,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(0.825754527, 34.47359398)",BUNGOMA,KANDUYI,"(0.74928523962, 34.64046087560)"
DROUGHT,BUNGOMA,MT ELGON,,05/13/2009 12:00:00 AM,Mt. Elgon,,,,,,,8000,,,0,0,,,,0,,"8,000 families were affected by the drought",NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(0.825754527, 34.47359398)",BUNGOMA,KANDUYI,"(0.74928523962, 34.64046087560)"
DROUGHT,MURANG'A,MURANGA,,01/03/2011 12:00:00 AM,Murang'a South,,,,,,,32317,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.648520917, 36.77203041)",MURANG'A,MATHIOYA,"(-0.80959053649, 37.03272252330)"
FLOOD,MURANG'A,MURANGA,,03/11/2009 12:00:00 AM,Muranga East and West,1,,,2,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.648520917, 36.77203041)",MURANG'A,MATHIOYA,"(-0.80959053649, 37.03272252330)"
DROUGHT,MURANG'A,MURANGA,,09/03/2011 12:00:00 AM,,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.648520917, 36.77203041)",MURANG'A,MATHIOYA,"(-0.80959053649, 37.03272252330)"
DROUGHT,MURANG'A,MURANGA,,01/08/2009 12:00:00 AM,Muranga East,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.648520917, 36.77203041)",MURANG'A,MATHIOYA,"(-0.80959053649, 37.03272252330)"
DROUGHT,MURANG'A,MURANGA,,04/03/2011 12:00:00 AM,Muranga East,,,,,,,42274,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.648520917, 36.77203041)",MURANG'A,MATHIOYA,"(-0.80959053649, 37.03272252330)"
DROUGHT,MURANG'A,MURANGA,,04/03/2011 12:00:00 AM,Muranga South,,,,,,,32000,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.648520917, 36.77203041)",MURANG'A,MATHIOYA,"(-0.80959053649, 37.03272252330)"
DROUGHT,MURANG'A,MURANGA,,08/03/2009 12:00:00 AM,Muranga South,,,,,,,109000,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.648520917, 36.77203041)",MURANG'A,MATHIOYA,"(-0.80959053649, 37.03272252330)"
DROUGHT,MURANG'A,MURANGA,,08/03/2009 12:00:00 AM,Muranga North,,,,,,,88000,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.648520917, 36.77203041)",MURANG'A,MATHIOYA,"(-0.80959053649, 37.03272252330)"
FLOOD,MURANG'A,MURANGA,,11/13/2008 12:00:00 AM,Giko village,1,,,,,,,20,,0,0,,,,0,,20 families relocated,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.648520917, 36.77203041)",MURANG'A,MATHIOYA,"(-0.80959053649, 37.03272252330)"
FLOOD,MURANG'A,MURANGA,,05/14/2002 12:00:00 AM,,6,4,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.648520917, 36.77203041)",MURANG'A,MATHIOYA,"(-0.80959053649, 37.03272252330)"
DROUGHT,KITUI,MWINGI,,09/03/2011 12:00:00 AM,Mwingi East,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.924310518, 38.06149502)",KITUI,KITUI EAST,"(-1.49103853075, 38.40692101580)"
DROUGHT,KITUI,MWINGI,,09/03/2011 12:00:00 AM,Mwingi West,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.924310518, 38.06149502)",KITUI,KITUI EAST,"(-1.49103853075, 38.40692101580)"
DROUGHT,KITUI,MWINGI,,01/08/2009 12:00:00 AM,Mwingi East,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.924310518, 38.06149502)",KITUI,KITUI EAST,"(-1.49103853075, 38.40692101580)"
EPIDEMIC,NAIROBI,NAIROBI,,01/01/2009 12:00:00 AM,Nairobi East,,,,,,,1,,,0,0,,Yes,,0,,Incidences of cholera were reported as from January to June 2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-1.267622133, 36.84605137)",NAIROBI,KAMUKUNJI,"(-1.29341347028, 36.86818926820)"
EPIDEMIC,NAIROBI,NAIROBI,,01/01/2009 12:00:00 AM,Nairobi West,,,,,,,7,,,0,0,,Yes,,0,,Incidences of cholera were reported as from January to June 2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-1.267622133, 36.84605137)",NAIROBI,KAMUKUNJI,"(-1.29341347028, 36.86818926820)"
EPIDEMIC,NAIROBI,NAIROBI,,01/01/2009 12:00:00 AM,Nairobi North,,,,,,,3,,,0,0,,Yes,,0,,Incidences of cholera were reported as from January to June 2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-1.267622133, 36.84605137)",NAIROBI,KAMUKUNJI,"(-1.29341347028, 36.86818926820)"
FLOOD,NAIROBI,NAIROBI,,12/23/2009 12:00:00 AM,,4,,,,,,,,,0,0,,,,0,,vehicles were destroyed and roofs of buildings blown away,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-1.267622133, 36.84605137)",NAIROBI,KAMUKUNJI,"(-1.29341347028, 36.86818926820)"
FLOOD,NAIROBI,NAIROBI,,03/13/2013 12:00:00 AM,Ngoroi,4,1,,,,,,,,0,0,,yes,,0,,No further clarifications recorded.,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-1.267622133, 36.84605137)",NAIROBI,KAMUKUNJI,"(-1.29341347028, 36.86818926820)"
DROUGHT,NAKURU,NAKURU,,01/03/2011 12:00:00 AM,Nakuru North,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.143202665, 36.1296262)",NAKURU,SUBUKIA,"(-0.46367543171, 36.07847909420)"
FOREST FIRE,NAKURU,NAKURU,,02/21/2005 12:00:00 AM,Eburu,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.143202665, 36.1296262)",NAKURU,SUBUKIA,"(-0.46367543171, 36.07847909420)"
FOREST FIRE,NAKURU,NAKURU,,02/21/2009 12:00:00 AM,Burget Forest,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.143202665, 36.1296262)",NAKURU,SUBUKIA,"(-0.46367543171, 36.07847909420)"
DROUGHT,NAKURU,NAKURU,,01/08/2009 12:00:00 AM,Nakuru North,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.143202665, 36.1296262)",NAKURU,SUBUKIA,"(-0.46367543171, 36.07847909420)"
FLOOD,NAKURU,NAKURU,,05/14/2002 12:00:00 AM,,1,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.143202665, 36.1296262)",NAKURU,SUBUKIA,"(-0.46367543171, 36.07847909420)"
FLOOD,NAKURU,NAKURU,,01/03/2012 12:00:00 AM,,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.143202665, 36.1296262)",NAKURU,SUBUKIA,"(-0.46367543171, 36.07847909420)"
FLOOD,NAKURU,NAKURU,,05/17/2012 12:00:00 AM,the Rd between Suswa-Mahi mahiu,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Road engineers led by D.S Cherono from south rift,NA,NA,NA,NA,NA,"(-0.143202665, 36.1296262)",NAKURU,SUBUKIA,"(-0.46367543171, 36.07847909420)"
FLOOD,NAKURU,NAKURU,,05/19/2012 12:00:00 AM,Nakuru town,2,,,289,,,1455,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.143202665, 36.1296262)",NAKURU,SUBUKIA,"(-0.46367543171, 36.07847909420)"
EPIDEMIC,NANDI,NANDI,,01/01/2009 12:00:00 AM,Nandi South,3,,,,,,35,,,0,0,,Yes,,0,,Incidences of cholera were reported as from January to June 2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(0.045291237, 34.92167421)",NANDI,MOSOP,"(0.18668888688, 35.11048766640)"
